0.118,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.69,D196,4.89,9.6,2.38,5.71,1.21,8.02,-0.34,79
0.271,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.97,D196,4.89,9.6,2.38,5.68,1.4,7.97,-0.4,84
0.411,4,1584,2.78,9.35,2.38,3.42,D196,4.89,9.6,2.38,5.72,4B05,2.07,6.9,2.01,2.74,5303,5.08,6.6,2.29,5.12,1.26,8.0,-0.33,87
0.542,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.49,DBA4,0.52,5.3,2.12,3.8,D196,4.89,9.6,2.38,5.64,1.3,7.98,-0.37,81
0.653,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.79,D196,4.89,9.6,2.38,5.74,1.31,7.97,-0.39,81
0.714,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.42,DBA4,0.52,5.3,2.12,3.78,D196,4.89,9.6,2.38,5.66,1.32,7.97,-0.4,81
0.815,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.79,D196,4.89,9.6,2.38,5.71,1.33,7.97,-0.4,81
0.969,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,4.06,D196,4.89,9.6,2.38,5.72,1.57,7.91,-0.45,85
1.006,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.39,DBA4,0.52,5.3,2.12,3.26,5303,5.08,6.6,2.29,5.57,1.17,8.0,-0.12,73
1.114,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.37,D196,4.89,9.6,2.38,5.62,0.96,8.02,-0.03,75
1.268,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.47,DBA4,0.52,5.3,2.12,3.31,D196,4.89,9.6,2.38,5.67,0.77,8.05,0.08,74
1.314,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.4,D196,4.89,9.6,2.38,5.73,0.67,8.07,0.12,75
1.414,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.29,D196,4.89,9.6,2.38,5.77,0.52,8.09,0.24,74
1.572,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.36,D196,4.89,9.6,2.38,5.75,0.43,8.12,0.29,75
1.614,4,4B05,2.07,6.9,2.01,2.78,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.44,D196,4.89,9.6,2.38,5.72,0.41,8.13,0.28,76
1.715,4,4B05,2.07,6.9,2.01,2.78,1584,2.78,9.35,2.38,3.47,DBA4,0.52,5.3,2.12,3.3,D196,4.89,9.6,2.38,5.72,0.33,8.15,0.35,74
1.872,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.28,D196,4.89,9.6,2.38,5.72,0.28,8.14,0.39,73
1.914,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.25,D196,4.89,9.6,2.38,5.67,0.22,8.14,0.45,73
2.015,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.62,D196,4.89,9.6,2.38,5.62,0.38,8.13,0.3,78
2.17,4,4B05,2.07,6.9,2.01,2.72,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.83,D196,4.89,9.6,2.38,5.72,0.69,8.07,0.1,81
2.214,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.72,D196,4.89,9.6,2.38,5.61,0.82,8.05,-0.01,80
2.315,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.74,D196,4.89,9.6,2.38,5.73,0.93,8.03,-0.11,80
2.469,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.85,D196,4.89,9.6,2.38,5.69,1.11,7.98,-0.21,82
2.514,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.5,DBA4,0.52,5.3,2.12,3.86,D196,4.89,9.6,2.38,5.65,1.25,7.94,-0.3,82
2.609,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.48,DBA4,0.52,5.3,2.12,3.86,5303,5.08,6.6,2.29,5.2,1.17,8.02,-0.31,72
2.772,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.4,DBA4,0.52,5.3,2.12,3.81,D196,4.89,9.6,2.38,5.82,1.24,8.01,-0.34,81
2.814,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.93,D196,4.89,9.6,2.38,5.82,1.39,7.97,-0.4,83
2.914,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.49,DBA4,0.52,5.3,2.12,3.98,D196,4.89,9.6,2.38,5.78,1.58,7.89,-0.45,84
3.06,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.84,5303,5.08,6.6,2.29,5.2,1.41,7.99,-0.41,72
3.114,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.41,DBA4,0.52,5.3,2.12,3.79,D196,4.89,9.6,2.38,5.71,1.41,7.99,-0.41,81
3.214,4,4B05,2.07,6.9,2.01,2.73,1584,2.78,9.35,2.38,3.47,DBA4,0.52,5.3,2.12,3.76,D196,4.89,9.6,2.38,5.7,1.41,7.96,-0.42,80
3.359,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.82,D196,4.89,9.6,2.38,5.71,1.45,7.94,-0.44,81
3.408,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.93,5303,5.08,6.6,2.29,5.41,1.25,8.08,-0.38,75
3.515,4,4B05,2.07,6.9,2.01,2.72,1584,2.78,9.35,2.38,3.42,DBA4,0.52,5.3,2.12,3.76,D196,4.89,9.6,2.38,5.7,1.28,8.04,-0.39,80
3.683,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.27,D196,4.89,9.6,2.38,5.75,0.99,8.07,-0.15,73
3.719,4,4B05,2.07,6.9,2.01,2.78,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.35,D196,4.89,9.6,2.38,5.67,0.78,8.1,0.0,75
3.823,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.37,D196,4.89,9.6,2.38,5.66,0.67,8.1,0.07,75
3.914,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.36,D196,4.89,9.6,2.38,5.72,0.55,8.12,0.16,75
4.014,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.41,D196,4.89,9.6,2.38,5.68,0.49,8.13,0.19,75
4.114,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.42,DBA4,0.52,5.3,2.12,3.34,D196,4.89,9.6,2.38,5.73,0.41,8.15,0.27,74
4.233,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.48,DBA4,0.52,5.3,2.12,3.3,D196,4.89,9.6,2.38,5.74,0.35,8.14,0.31,74
4.37,4,4B05,2.07,6.9,2.01,2.78,1584,2.78,9.35,2.38,3.4,DBA4,0.52,5.3,2.12,3.29,D196,4.89,9.6,2.38,5.72,0.26,8.17,0.43,74
4.414,4,4B05,2.07,6.9,2.01,2.73,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.21,D196,4.89,9.6,2.38,5.7,0.2,8.16,0.49,72
4.514,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.41,DBA4,0.52,5.3,2.12,4.0,D196,4.89,9.6,2.38,5.65,0.67,8.07,0.22,84
4.639,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.79,D196,4.89,9.6,2.38,5.64,0.86,8.04,0.05,81
4.714,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.77,D196,4.89,9.6,2.38,5.7,0.97,8.03,-0.06,80
4.817,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.47,DBA4,0.52,5.3,2.12,3.74,D196,4.89,9.6,2.38,5.7,1.03,8.02,-0.14,80
4.926,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.82,D196,4.89,9.6,2.38,5.76,1.16,7.99,-0.23,81
5.052,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.49,DBA4,0.52,5.3,2.12,3.8,D196,4.89,9.6,2.38,5.76,1.27,7.94,-0.3,81
5.168,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.48,DBA4,0.52,5.3,2.12,3.82,D196,4.89,9.6,2.38,5.81,1.34,7.92,-0.36,81
5.208,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.82,5303,5.08,6.6,2.29,5.31,1.19,8.02,-0.32,74
5.314,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.85,D196,4.89,9.6,2.38,5.79,1.27,8.0,-0.36,82
5.425,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.84,D196,4.89,9.6,2.38,5.73,1.33,7.98,-0.4,82
5.551,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.79,D196,4.89,9.6,2.38,5.83,1.33,7.98,-0.41,81
5.614,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.47,DBA4,0.52,5.3,2.12,3.75,D196,4.89,9.6,2.38,5.75,1.34,7.96,-0.41,80
5.721,4,4B05,2.07,6.9,2.01,2.72,1584,2.78,9.35,2.38,3.41,DBA4,0.52,5.3,2.12,3.93,D196,4.89,9.6,2.38,5.68,1.49,7.92,-0.45,83
5.854,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.4,DBA4,0.52,5.3,2.12,3.72,5303,5.08,6.6,2.29,5.48,1.22,8.05,-0.3,77
5.914,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.26,D196,4.89,9.6,2.38,5.77,0.93,8.08,-0.07,73
6.028,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.34,D196,4.89,9.6,2.38,5.69,0.76,8.1,0.04,74
6.153,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.37,D196,4.89,9.6,2.38,5.76,0.64,8.11,0.11,75
6.214,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.38,D196,4.89,9.6,2.38,5.78,0.56,8.12,0.17,75
6.326,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.34,D196,4.89,9.6,2.38,5.72,0.48,8.12,0.22,74
6.456,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.48,DBA4,0.52,5.3,2.12,3.32,D196,4.89,9.6,2.38,5.72,0.4,8.13,0.28,74
6.527,4,4B05,2.07,6.9,2.01,2.75,1584,2.78,9.35,2.38,3.41,DBA4,0.52,5.3,2.12,3.38,D196,4.89,9.6,2.38,5.69,0.36,8.15,0.31,75
6.674,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.44,DBA4,0.52,5.3,2.12,3.37,D196,4.89,9.6,2.38,5.64,0.32,8.16,0.33,75
6.726,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.28,D196,4.89,9.6,2.38,5.66,0.27,8.16,0.39,73
6.852,4,4B05,2.07,6.9,2.01,2.77,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,3.7,D196,4.89,9.6,2.38,5.66,0.48,8.12,0.21,79
6.924,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.46,DBA4,0.52,5.3,2.12,4.0,D196,4.89,9.6,2.38,5.64,0.88,8.03,0.0,84
7.079,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.48,DBA4,0.52,5.3,2.12,3.89,D196,4.89,9.6,2.38,5.74,1.11,7.97,-0.14,82
7.124,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.43,DBA4,0.52,5.3,2.12,3.81,D196,4.89,9.6,2.38,5.66,1.22,7.96,-0.22,81
7.214,4,4B05,2.07,6.9,2.01,2.74,1584,2.78,9.35,2.38,3.45,DBA4,0.52,5.3,2.12,3.79,D196,4.89,9.6,2.38,5.74,1.28,7.94,-0.29,81
7.306,4,4B05,2.07,6.9,2.01,2.76,1584,2.78,9.35,2.38,3.41,DBA4,0.52,5.3,2.12,3.78,5303,5.08,6.6,2.29,5.23,1.16,8.03,-0.26,73
