0.056,4,949C,3.37,3.8,1.99,1.9,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,2.96,5303,5.08,6.6,2.29,4.12,2.12,4.78,0.99,41
0.159,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.03,5303,5.08,6.6,2.29,3.97,2.09,4.7,0.99,38
0.26,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.04,5303,5.08,6.6,2.29,4.08,2.13,4.74,1.0,39
0.404,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.06,5303,5.08,6.6,2.29,4.08,2.08,4.64,1.0,38
0.466,4,949C,3.37,3.8,1.99,1.86,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.03,870E,5.08,4.68,2.38,3.47,2.06,4.69,0.95,44
0.556,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.07,4B05,2.07,6.9,2.01,2.69,4818,0.65,2.49,2.1,3.03,2.13,4.66,0.88,31
0.68,4,949C,3.37,3.8,1.99,1.8,DBA4,0.52,5.3,2.12,2.08,4818,0.65,2.49,2.1,2.98,870E,5.08,4.68,2.38,3.46,2.1,4.69,0.86,42
0.772,4,949C,3.37,3.8,1.99,1.86,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.05,5303,5.08,6.6,2.29,4.1,2.13,4.74,0.89,40
0.884,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.11,5303,5.08,6.6,2.29,4.08,2.08,4.65,0.91,36
1.033,4,949C,3.37,3.8,1.99,1.83,DBA4,0.52,5.3,2.12,2.04,4818,0.65,2.49,2.1,3.23,870E,5.08,4.68,2.38,3.44,2.07,4.76,0.88,50
1.061,4,949C,3.37,3.8,1.99,1.84,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.02,5303,5.08,6.6,2.29,4.07,2.1,4.79,0.93,40
1.162,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,2.95,5303,5.08,6.6,2.29,4.09,2.11,4.79,0.95,40
1.275,4,949C,3.37,3.8,1.99,1.89,DBA4,0.52,5.3,2.12,2.01,4818,0.65,2.49,2.1,3.06,5303,5.08,6.6,2.29,4.12,2.13,4.82,0.97,40
1.357,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,2.14,4818,0.65,2.49,2.1,3.04,5303,5.08,6.6,2.29,4.08,2.16,4.82,0.97,40
1.532,4,949C,3.37,3.8,1.99,1.8,DBA4,0.52,5.3,2.12,2.0,4818,0.65,2.49,2.1,3.03,5303,5.08,6.6,2.29,4.08,2.17,4.84,1.01,43
1.562,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.04,4818,0.65,2.49,2.1,3.03,5303,5.08,6.6,2.29,4.09,2.18,4.85,1.03,39
1.676,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,2.09,4818,0.65,2.49,2.1,3.05,5303,5.08,6.6,2.29,4.04,2.13,4.72,1.01,36
1.776,4,949C,3.37,3.8,1.99,1.83,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.01,5303,5.08,6.6,2.29,4.11,2.15,4.75,1.02,40
1.891,4,949C,3.37,3.8,1.99,1.8,DBA4,0.52,5.3,2.12,2.09,4818,0.65,2.49,2.1,3.02,5303,5.08,6.6,2.29,4.06,2.17,4.77,1.02,40
1.956,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.06,5303,5.08,6.6,2.29,4.01,2.12,4.69,1.02,39
2.079,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.09,4818,0.65,2.49,2.1,2.92,5303,5.08,6.6,2.29,4.01,2.12,4.69,1.0,40
2.186,4,949C,3.37,3.8,1.99,1.84,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,2.99,5303,5.08,6.6,2.29,4.18,2.14,4.73,1.01,42
2.257,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.05,5303,5.08,6.6,2.29,4.1,2.15,4.77,1.02,40
2.427,4,949C,3.37,3.8,1.99,1.91,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,2.95,5303,5.08,6.6,2.29,4.38,2.14,4.78,1.01,41
2.48,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.04,4818,0.65,2.49,2.1,2.95,5303,5.08,6.6,2.29,4.09,2.14,4.78,1.01,40
2.559,4,949C,3.37,3.8,1.99,1.8,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.1,5303,5.08,6.6,2.29,4.14,2.18,4.82,1.04,44
2.662,4,949C,3.37,3.8,1.99,1.88,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,2.93,5303,5.08,6.6,2.29,4.13,2.16,4.81,1.03,40
2.756,4,949C,3.37,3.8,1.99,1.88,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.04,5303,5.08,6.6,2.29,4.07,2.1,4.71,1.01,36
2.872,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.1,4818,0.65,2.49,2.1,2.92,5303,5.08,6.6,2.29,4.03,2.11,4.71,0.99,41
2.959,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.0,4818,0.65,2.49,2.1,3.01,5303,5.08,6.6,2.29,4.1,2.13,4.75,1.02,42
3.062,4,949C,3.37,3.8,1.99,1.86,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,2.95,5303,5.08,6.6,2.29,4.09,2.13,4.75,1.01,41
3.168,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.04,5303,5.08,6.6,2.29,4.07,2.15,4.78,1.01,41
3.309,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.02,5303,5.08,6.6,2.29,4.16,2.16,4.81,1.03,40
3.366,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.05,5303,5.08,6.6,2.29,4.05,2.11,4.7,1.01,35
3.468,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,1.99,4818,0.65,2.49,2.1,2.95,5303,5.08,6.6,2.29,4.12,2.12,4.73,1.03,43
3.564,4,949C,3.37,3.8,1.99,1.79,DBA4,0.52,5.3,2.12,2.08,4818,0.65,2.49,2.1,3.08,5303,5.08,6.6,2.29,4.08,2.09,4.62,1.03,38
3.72,4,949C,3.37,3.8,1.99,1.79,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.05,870E,5.08,4.68,2.38,3.36,2.09,4.69,0.98,45
3.784,3,949C,3.37,3.8,1.99,1.84,4818,0.65,2.49,2.1,3.05,5303,5.08,6.6,2.29,4.09,2.22,4.51,0.82,61
3.873,4,949C,3.37,3.8,1.99,1.9,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.01,870E,5.08,4.68,2.38,3.4,2.18,4.59,0.82,43
3.978,4,949C,3.37,3.8,1.99,1.88,DBA4,0.52,5.3,2.12,2.06,4818,0.65,2.49,2.1,2.97,870E,5.08,4.68,2.38,3.37,2.16,4.64,0.83,43
4.059,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,2.97,870E,5.08,4.68,2.38,3.41,2.13,4.68,0.83,41
4.163,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,2.98,5303,5.08,6.6,2.29,4.04,2.14,4.72,0.88,42
4.263,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.05,4818,0.65,2.49,2.1,3.0,5303,5.08,6.6,2.29,4.11,2.15,4.74,0.91,42
4.364,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.01,4818,0.65,2.49,2.1,3.06,5303,5.08,6.6,2.29,4.04,2.09,4.67,0.93,37
4.462,4,949C,3.37,3.8,1.99,1.88,DBA4,0.52,5.3,2.12,2.09,4818,0.65,2.49,2.1,3.0,870E,5.08,4.68,2.38,3.42,2.08,4.7,0.89,43
4.602,4,949C,3.37,3.8,1.99,1.88,DBA4,0.52,5.3,2.12,2.0,4818,0.65,2.49,2.1,3.08,5303,5.08,6.6,2.29,4.05,2.04,4.63,0.92,37
4.666,4,949C,3.37,3.8,1.99,1.89,DBA4,0.52,5.3,2.12,2.04,4B05,2.07,6.9,2.01,2.74,4818,0.65,2.49,2.1,2.94,2.09,4.6,0.85,32
4.777,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.04,4818,0.65,2.49,2.1,3.0,870E,5.08,4.68,2.38,3.45,2.07,4.66,0.84,42
4.881,4,949C,3.37,3.8,1.99,1.94,DBA4,0.52,5.3,2.12,2.06,4B05,2.07,6.9,2.01,2.74,4818,0.65,2.49,2.1,2.97,2.11,4.63,0.79,31
5.024,4,949C,3.37,3.8,1.99,1.9,DBA4,0.52,5.3,2.12,2.08,4818,0.65,2.49,2.1,3.13,870E,5.08,4.68,2.38,3.4,2.1,4.71,0.79,47
5.078,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,3.08,5303,5.08,6.6,2.29,4.07,2.06,4.62,0.85,40
5.188,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,2.08,4B05,2.07,6.9,2.01,2.76,4818,0.65,2.49,2.1,2.96,2.13,4.59,0.81,30
5.261,4,949C,3.37,3.8,1.99,1.85,DBA4,0.52,5.3,2.12,2.01,4818,0.65,2.49,2.1,3.09,870E,5.08,4.68,2.38,3.47,2.09,4.68,0.81,45
5.359,4,949C,3.37,3.8,1.99,1.83,DBA4,0.52,5.3,2.12,2.06,4818,0.65,2.49,2.1,3.08,870E,5.08,4.68,2.38,3.37,2.09,4.73,0.82,45
5.474,4,949C,3.37,3.8,1.99,1.86,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.06,5303,5.08,6.6,2.29,4.09,2.12,4.77,0.87,40
5.558,4,949C,3.37,3.8,1.99,1.8,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,3.1,5303,5.08,6.6,2.29,4.07,2.08,4.66,0.91,41
5.659,4,949C,3.37,3.8,1.99,1.81,DBA4,0.52,5.3,2.12,2.06,4818,0.65,2.49,2.1,3.01,870E,5.08,4.68,2.38,3.48,2.06,4.7,0.87,43
5.768,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.06,4B05,2.07,6.9,2.01,2.74,4818,0.65,2.49,2.1,2.93,2.1,4.65,0.83,33
5.926,4,949C,3.37,3.8,1.99,1.89,DBA4,0.52,5.3,2.12,2.0,4818,0.65,2.49,2.1,3.04,870E,5.08,4.68,2.38,3.46,2.08,4.71,0.83,43
5.979,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.06,4818,0.65,2.49,2.1,3.03,5303,5.08,6.6,2.29,4.0,2.05,4.65,0.85,34
6.076,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.02,4B05,2.07,6.9,2.01,2.72,4818,0.65,2.49,2.1,3.02,2.13,4.62,0.81,30
6.178,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.07,4818,0.65,2.49,2.1,3.1,870E,5.08,4.68,2.38,3.48,2.1,4.7,0.79,46
6.35,4,949C,3.37,3.8,1.99,1.87,DBA4,0.52,5.3,2.12,2.09,4818,0.65,2.49,2.1,2.94,5303,5.08,6.6,2.29,4.01,2.11,4.71,0.83,41
6.374,4,949C,3.37,3.8,1.99,1.86,DBA4,0.52,5.3,2.12,2.03,4818,0.65,2.49,2.1,3.09,5303,5.08,6.6,2.29,4.04,2.07,4.64,0.86,37
6.481,4,949C,3.37,3.8,1.99,1.83,DBA4,0.52,5.3,2.12,2.09,4B05,2.07,6.9,2.01,2.74,4818,0.65,2.49,2.1,3.02,2.14,4.61,0.81,30
6.582,4,949C,3.37,3.8,1.99,1.88,DBA4,0.52,5.3,2.12,2.08,4818,0.65,2.49,2.1,3.04,870E,5.08,4.68,2.38,3.44,2.11,4.67,0.8,44
6.662,4,949C,3.37,3.8,1.99,1.84,DBA4,0.52,5.3,2.12,2.02,4818,0.65,2.49,2.1,3.06,870E,5.08,4.68,2.38,3.46,2.09,4.73,0.8,44
6.756,4,949C,3.37,3.8,1.99,1.83,DBA4,0.52,5.3,2.12,2.0,4818,0.65,2.49,2.1,3.1,5303,5.08,6.6,2.29,4.11,2.04,4.63,0.87,42
6.863,4,949C,3.37,3.8,1.99,1.82,DBA4,0.52,5.3,2.12,2.1,4B05,2.07,6.9,2.01,2.74,4818,0.65,2.49,2.1,2.98,2.11,4.6,0.82,31
